/*<sep>       * Create a default property provider for any properties with more than<sep>       * one possible value and no existing provider.<sep>       */,0,1,18,1.0,1
// Speed up scrolling. It was way too slow.,0,0,8,8.0,2
// X is infinite,0,0,3,0.16666666666666666,2
// check local address after binding,0,1,5,0.2777777777777778,1
// Persist entity,0,0,2,0.2857142857142857,2
// The window manager will give us a valid window token,0,0,10,3.3333333333333335,2
// number of renewals so far,1,0,5,2.5,2
// Avoid updates when old ownership and state are same as new,1,1,11,0.8461538461538461,0
// NXP-1472 : don't get the first element@& but the first one attached to <lifecycle>,1,1,13,0.30952380952380953,0
/* Try to force the garbage collector to run by filling up memory */,0,1,12,12.0,1
// Repoll the state once the ERI file has been loaded.,0,1,10,1.1111111111111112,1
// Verify active applications count per user and also in queue level.,1,0,11,11.0,2
// Regular app,0,0,2,2.0,2
// the update provider is not providing a download for this,0,0,10,0.10869565217391304,2
// exit if none found,0,1,4,1.0,1
// never har,1,0,2,2.0,2
// Generate Java methods for remaining properties that are not<sep>// overrides.,0,0,10,0.37037037037037035,2
// the new document will be queried later on,0,0,8,8.0,2
// Clear references to objects,0,0,4,4.0,2
// Return the second endpoint if it is good enough.,0,1,9,1.0,1
// If running from a JAR@& get the enclosing folder<sep>// (the JAR is assumed to be at the installation root),0,1,19,3.1666666666666665,1
// Throw an exception if not authorized,0,1,6,6.0,1
// compute candidate model score @& cache first layer of sum values in such call method@& cache flag here is true,0,1,19,9.5,1
// region entry was either removed (null)<sep>// or changed to a different region entry.<sep>// In either case the old tombstone is no longer needed.,1,0,23,11.5,1
// Save the Rest Token...,0,0,4,0.6666666666666666,2
// output path exists. We delete it and all contained files in case of a directory.,1,0,15,2.142857142857143,2
// we buffer the call to getLongSizeInBytes()@& hence the code complexity,1,0,10,0.10869565217391304,0
// Check if an existing view is being reused@& otherwise inflate the view,1,1,12,0.5454545454545454,0
// determine what type of plugin is being triggered,0,0,8,0.5333333333333333,2
// Test the encodeMethodValue method.,0,0,4,2.0,2
// test with a filter (this will sometimes cause advance'ing enough to test it),1,1,13,13.0,0
/*<sep>         * prodA@& prodB now contain the remainder as a fraction of PI.  We want this as a fraction of<sep>         * PI/2@& so use the following steps:<sep>         * 1.) multiply by 4.<sep>         * 2.) do a fixed point muliply by PI/4.<sep>         * 3.) Convert to floating point.<sep>         * 4.) Multiply by 2<sep>         */,1,1,45,6.428571428571429,0
//<sep>// We can't assert that all snapshot files are generated by this test.<sep>// There might be leftover snapshot files from other runs.<sep>//,0,1,21,1.6153846153846154,1
// Log2 Histogram,0,0,2,2.0,2
// FYI: no need to close the iface@& because the archive will<sep>// shut it down on close anyways,0,0,17,1.5454545454545454,0
// make sure the two nodes exist,1,0,6,6.0,0
// tail recursion is mildly expensive@& but given buffer sizes must be MB.<sep>// it's unlikely to recurse very deeply.,1,0,18,3.6,0
// Bytes needed for actual encoding,0,0,5,0.3125,2
// corner noise,0,0,2,0.08695652173913043,2
// Expect the second --config=gamma to have started a second chain@& and get warnings about both.,1,1,15,0.15,1
// create and return,0,0,3,1.0,2
// aggregate the conditions,0,0,3,1.0,2
// this is correct@& librarian is next,0,0,6,0.8571428571428571,2
// if either does not have a position then return false,0,1,10,0.9090909090909091,1
// Should be called only once,1,1,5,5.0,0
// use the existing validation method,0,1,5,0.7142857142857143,1
//skip 29,0,0,2,2.0,2
// add order item attributes,0,0,4,0.3333333333333333,2
// end of static initializer block.,0,0,5,1.0,2
// NTFS filesystem streams are unsupported on some platforms.,0,0,8,4.0,2
// Force stop right now,0,0,4,4.0,2
//in listing deep set param to false,0,0,7,1.1666666666666667,2
// using Eratosthenes<sep>// sieve,0,1,3,0.3,1
//assert repository properties,0,0,3,3.0,2
// now retrieve and check the batch,0,0,6,0.42857142857142855,2
// Create a KeyPair with the private key from the KeyStore and public<sep>// key from the certificate to verify they match,1,1,20,6.666666666666667,1
// Locking tables is not supported.,0,0,5,5.0,2
/*<sep>         * Time length of each simulation in minutes.<sep>         */,0,0,7,2.3333333333333335,2
// The parent popup menu is the last so far,1,0,9,2.25,2
// Previous pages,0,0,2,0.05263157894736842,2
// identity comparison is ok:,0,0,4,0.12903225806451613,2
// In required@& pull bin iterator ahead to the point of the next GenomeLoc.,1,0,13,1.8571428571428572,2
// initialize parent/child sets,0,0,3,0.5,2
// Concat the null into the recipe right away,0,0,8,8.0,2
// index and lastIndex now used as temporaries,0,1,7,0.3181818181818182,1
// Read File Line By Line,0,1,5,0.29411764705882354,2
// Don't return any results if we have no definition with which to display them,0,1,14,0.11023622047244094,1
// Fix IE bug@& shows empty divs,0,0,6,2.0,2
// Special next-bci calculation here...,0,0,4,0.36363636363636365,2
// set the input with fetch /,0,1,5,5.0,1
// execute twice to ensure all added fragment duplicates are detected and removed,1,0,12,12.0,0
// save super settings,0,0,3,3.0,2
// Deletes cannot occur simultaneously@& so wait for this<sep>// deletion to complete before attempting the next one,1,1,16,16.0,0
// every element is used by the same owner,0,1,8,4.0,1
// Create a cluster.,0,0,3,0.75,2
// add rows,0,0,2,0.25,2
// Dummy check to avoid unused warning (it may be null),1,0,10,3.3333333333333335,0
// use the rest DSL to define the rest services,0,1,9,2.25,1
// Spigot start,0,0,2,1.0,2
// not really the thrifty algorithm...,0,0,5,0.078125,2
// nothing to carry,0,0,3,3.0,2
// The list should now be shown.,1,0,6,0.8571428571428571,0
// This counts as we added something because we processed a previous mapping,0,0,12,12.0,0
// this is a namespace declaration. not our problem,0,0,8,0.38095238095238093,2
// Third call should succeed,0,1,4,2.0,2
// make sure nested filters encoding is enabled@& otherwise skip test,1,0,10,10.0,0
// t index after t-1 end,0,1,5,0.20833333333333334,2
// Create some alarm without any details,0,1,6,1.5,1
// Collect maxFlags and allLayouts.,0,0,4,0.125,2
// %TBD% jjk Expanded name is bitfield-encoded as<sep>// typeID[6]nsuriID[10]localID[16]. Switch to that form@& and to<sep>// accessing the ns/local via their tables rather than confusing<sep>// nsnames and expandednames.,0,1,26,3.7142857142857144,1
// The text is not empty.,0,0,5,0.5,2
// if we can't get the deploy zone from the<sep>// board view@& punt and use the players zone,0,1,17,17.0,1
// cannot tell@& assume yes,0,0,4,2.0,2
// filter fault handler for create-context statements,0,0,6,0.24,2
// Check if no view has focus:,0,1,6,0.6666666666666666,2
// Ensures that no other neurons is in the neihbourhood set.,1,0,10,10.0,0
// only one thread may be writing at a time,0,0,9,2.25,2
// Create a HashSet of integers (HashSet doesn't enforce<sep>// encounter order).,0,0,10,3.3333333333333335,2
// if received resource allocation is null@& then run the solver,0,1,10,0.5,1
//<sep>// uk.ac.sanger.artemis.components.variant.FilteredPanel cannot be cast to uk.ac.sanger.artemis.components.variant.HeaderLine<sep>//,0,0,6,6.0,2
// our own air units don't retreat with land units,0,1,9,0.1836734693877551,1
// advance to the next distro page,0,0,6,2.0,2
// Use the default,0,1,3,0.5,1
// Wait until loader is invoked,1,0,5,5.0,0
/* between cols */,0,0,2,0.6666666666666666,2
// This test only tests the VIDEO+CAMERA case. The other cases have been addressed by the<sep>// Im tests,0,1,17,1.7,1
// pick up the first few messages for client1,0,1,8,1.6,2
// capture the BundleListener registered with BundleContext,0,1,6,3.0,1
//  first node will either be PrimitiveType or AmbiguousName,0,1,8,0.11764705882352941,2
// length of s,0,0,3,1.5,2
// Since null keys all equal@& allow any ordering,1,0,8,0.32,0
//create failed compaction attempt so that compactor txn is aborted,1,0,10,2.0,0
// This needs to use GVR's exit transition to avoid disorienting the user.,1,1,12,1.0909090909090908,0
// test one,0,0,2,1.0,2
// remember where now,0,0,3,3.0,2
// check that added items are reflected,0,0,6,6.0,2
// Need to notify of this failure@& because NettyClientHandler may not have been added to<sep>// the pipeline before the error occurred.,0,1,20,20.0,0
/*<sep>         * Prepares the coefficients for the iteration.<sep>         * The non-final ones will be updated inside the loop.<sep>         */,0,0,15,0.1056338028169014,2
//we get the id,0,0,4,0.4,2
// set anti alias,0,0,3,3.0,2
// The first data cluster is starting after the root directory,0,1,10,0.5555555555555556,1
// this should not happen@& there is not much we can do,1,0,11,5.5,0
// create a new replication connection with the same slot and check that we don't get back the same changes that we've<sep>// flushed,0,1,22,3.6666666666666665,1
// Set up static node address,0,0,5,5.0,2
// Setup consumers,0,0,2,1.0,2
// Add concurrent notifications to SCHED3,0,0,5,1.25,2
// By the point of the handshake where we're validating certificates@&<sep>// the hostname is known and the cipher suite should be agreed,1,1,21,21.0,0
"// In a well-formed PGN@& there is nothing between the string<sep>// and the right bracket@& but broken headers with non-escaped<sep>// "" characters sometimes occur. Try to do something useful<sep>// for such headers here.",1,1,31,1.0689655172413792,0
// The requested segment should exist prior to the current segment.,0,0,10,1.6666666666666667,2
// use the type not the name (timestamp with timezone returns spaces for example),0,1,13,4.333333333333333,1
//create target indexes by original index,0,1,6,1.5,1
// parse the hex string and create a character,0,0,8,1.3333333333333333,2
// If no entry was found...,0,1,5,0.10416666666666667,1
/* Load custom shaders@& if file is defined - or create empty one if not */,0,1,13,0.43333333333333335,1
//NOTE: There was some kind of major bug where if we run field.set on a javassist.util.Proxy object<sep>// and when we set field entity.id@& not only<sep>//did entity.id get modified@& BUT entity.nameToValue ALSO was modified for some dang<sep>//reason and I am not sure why@& so NOW instead of using field.set on javassist.util.Proxy<sep>//we are going to call a special method on the Proxy to try to set the field instead,1,1,67,67.0,0
// Handle content encrypted elements,0,0,4,4.0,2
// log section BEGIN,0,0,3,0.5,2
"/* Ok@& now; instead of ultra-optimizing parsing here (as with<sep>         * regular JSON names)@& let's just use the generic ""slow""<sep>         * variant. Can measure its impact later on if need be<sep>         */",0,1,28,5.6,1
//returns true on online provider,0,0,5,1.25,2
// restart the broker.,0,0,3,3.0,2
// Store the 2 block one@& should use 2 mini blocks@& and request<sep>// the use of 2 big blocks,0,1,18,6.0,1
// remove any existing instances we are keeping track of,0,0,9,9.0,2
// only visit IRIs,0,0,3,0.75,2
// //<sep>//<sep>// If this does not work@& we go back to reproject in the wgs84<sep>// requested envelope<sep>//<sep>// //<sep>// convert to WGS84,0,1,18,3.6,1
//odd@& but we'll be unlocked either way,1,0,7,1.4,0
// Check if the sort is based on score,0,1,8,1.1428571428571428,2
// match nodes (in this sample for 'John' and 'Song_1'),0,0,9,3.0,2
// clear bold fonts,0,0,3,0.375,2
// just an isolated chain,0,0,4,0.19047619047619047,2
/* We will get EOF eventually but that's OK@& since<sep>                    token() will return us as many EOFs as needed */,1,0,18,18.0,0
// now kick off the evict in a separate thread since we expect it to hang<sep>// until the mp becomes unstuck.,1,0,20,1.3333333333333333,0
// delay notification about invalidated inlay - folding model is not consistent at this point<sep>// (FoldingModelImpl.moveTextHappened hasn't been called yet at this point),0,0,21,21.0,1
// If we read fully the last section of pixels and filled up our counters -- or filled<sep>// the last counter but ran off the side of the image@& OK. Otherwise@& a problem.,1,1,31,1.8235294117647058,0
// add noscript parameter,0,0,3,0.2,2
// then/else same,0,0,2,2.0,2
// Wait for proper execution completion,0,0,5,0.15151515151515152,2
// this component uses hidden panels via a CardLayout--ignore hidden panels@&<sep>// as they are for different conflicts,0,1,16,8.0,1
// null implies that a sort didn't complete successfully,0,0,8,1.3333333333333333,2
// Delete the index,0,0,3,3.0,2
// getReferenceCountOwner returns null if not tracking,0,1,6,6.0,1
// Keep this comment,0,0,3,1.0,2
// An unattached node should have no parent element.,0,0,8,8.0,2
// Physical attach.,0,0,2,2.0,2
// 21-Apr-2017@& tatu: Need separate methods to do proper merging,0,0,9,1.2857142857142858,2
// inference for DIFFERENT links. the idea is that all records<sep>// that are the same as one of these two@& will be different<sep>// from one another.,0,1,25,1.7857142857142858,1
//Run the analysis,0,0,3,1.0,2
// alias id has no expiration time,0,0,6,6.0,2
// Return opposite@& since higher index goes first,1,1,7,1.75,0
// We want to verify that when a mapreduce fails when committing the dataset outputs@&<sep>// the destroy method is still called and committed.,1,1,22,7.333333333333333,0
// REF allele doesn't get included in orientations@& so first is T.,1,1,11,11.0,0
// verify increments merged after flush,1,1,5,5.0,1
// stop skip on any/zero permanents available,0,0,6,0.42857142857142855,2
// Validate that the headers were preserved.,0,0,6,2.0,2
// Add marshallers for the new list and map types.,0,0,9,9.0,2
// convert to RPS coordinates,0,0,4,0.19047619047619047,2
// Make sure all listeners are still at zero,1,0,8,0.8888888888888888,0
// no such validation of the required account status,1,0,8,4.0,2
// We may or may not get a FOCUS_LOST event for this component@&<sep>// so do the deactivation stuff here too.,1,0,19,3.1666666666666665,0
// update all following with recurring event on first event in series,0,1,11,11.0,1
// Move to the next character in the pattern.,0,0,8,8.0,2
//test db has entry for deactivated record,0,0,7,1.75,2
// Build up property information.,0,0,4,4.0,2
// Handle text alignment,0,0,3,0.14285714285714285,2
// change pitch,0,0,2,0.6666666666666666,2
// write LocalVariableTable@& if available.,0,1,4,0.2,1
// Test Field Variable Retrieval,0,0,4,2.0,2
// May need to address repeating adaptor log in this class@& or<sep>// calling class.,0,0,13,2.6,2
// by finding more corners than necessary it can recover from mistakes previously,0,1,12,0.631578947368421,1
// use relative error,0,1,3,0.375,1
// FROM clause: in this case will be a bunch of joins that correspond with the view-links,1,1,16,16.0,1
/* custom options */,0,0,2,0.017857142857142856,2
// Set up the algorithms.,0,0,4,1.3333333333333333,2
// force a new RS connection,0,0,5,0.21739130434782608,2
// a1 should be provided as an InMemoryOutput,1,0,7,3.5,0
// Insert one permission,0,0,3,1.5,2
//DB-3421<sep>//DB-3421<sep>//contains 0 bytes internally,0,0,4,0.5714285714285714,2
// init dataset,0,0,2,0.041666666666666664,2
// output may be a directory@& handle that case gracefully,0,0,9,1.125,2
// notify the adapter that the data has changed,0,0,8,8.0,2
// must be set@& but it doesn't matter here what it's set to,1,0,12,1.5,0
// Write the data to an encrypted file.,0,0,7,0.3684210526315789,2
// empty range coalesces connected ranges,0,0,5,5.0,2
// Cancel clicked,0,0,2,2.0,2
// Output logs emitted during tests so they may be accessed,1,0,10,10.0,0
"// create a lock for the ""write.lock"" file",0,0,7,0.35,2
// Put the invited player (key) onto the list with inviter (value)<sep>// If someone else has invited a player@& then this invite will overwrite the previous invite!,0,1,26,26.0,1
// populate log with messages,0,1,4,0.6666666666666666,1
// immutable object: initialize temporary variables for properties,0,0,7,0.875,2
//Calendar went backwards by command! this need to update,0,1,9,9.0,1
// the step has been accepted,0,0,5,1.0,2
// Ignore@& expected exception,0,0,3,3.0,2
// Open browser into application URL,0,0,5,5.0,2
// At this point@& foo1 and foo3 should still exist,0,0,9,9.0,2
// Maximum size of zero is one way to block caching,0,0,10,5.0,2
"//	Complete Order successful",0,0,3,0.06976744186046512,2
// Non-optimized version,0,0,2,0.0392156862745098,2
// NOTE java.library.path only works for the jni lib itself@& and<sep>// not for its dependent shareables.<sep>// NOTE: java.library.path does not work with arguments with<sep>// spaces as<sep>// SureFireBooter splits the line in parts and then quotes<sep>// it wrongly,0,1,36,36.0,1
// Listeners were already notified in start() if startDelay is 0; this is<sep>// just for delayed animations,0,1,16,1.4545454545454546,1
// Failed number parse or baloney version<sep>// Happy happy version,0,0,9,1.5,2
// Binds the request metrics to the current request.,0,0,8,4.0,2
// Got it,0,0,2,2.0,2
// these are cumulative@& so lets just plow through the table on pg. 224<sep>// (ick)<sep>// null sig,1,1,16,0.1391304347826087,0
//add these just to confirm this info doesn't cause problems w cli,1,0,12,12.0,0
// create string from xml tree,0,1,5,0.7142857142857143,1
// if not a blank line@& process the line.,0,1,8,0.03389830508474576,1
//internalIndex is negative,0,0,3,0.75,2
// Ask to continue,0,0,3,0.2,2
//Store preview in the first non-null imageSpec element,0,1,8,0.5,2
//Set the album's name and artist as the row's tag.,0,0,10,10.0,2
/*<sep>             * This indirection with Object as parameter is needed to prevent the loading<sep>             * of the Search plug-in: the VM verifies the method call and hence loads the<sep>             * types used in the method signature@& eventually triggering the loading of a<sep>             * plug-in (in this case ISearchQuery results in Search plug-in being loaded).<sep>             */,1,1,49,49.0,1
// we want the real file extension@& not the crypto one,0,0,10,0.9090909090909091,0
// Create and persist database entities required for testing.,1,0,8,8.0,0
// period to use for scaling largest to smallest basal,0,1,9,1.5,1
//parent is a directory,0,0,4,4.0,2
// flush the final list,0,0,4,0.6666666666666666,2
// If we already have the service object@& just return it.,0,1,10,2.0,1
// Cancel the upload,0,0,3,3.0,2
//Pack pointers,0,0,2,2.0,2
// if action is blank we redirect to the referrer@& so there's nothing to verify,1,1,14,0.3333333333333333,0
// log section BEGIN,0,0,3,0.23076923076923078,2
// The server requests a pre-generated image (PNG file that exists on disk),0,0,12,6.0,2
// Use the first one of matched activities in the same package as selected default home.,0,1,15,5.0,1
//Locate product info for registration screen.,0,0,6,0.6666666666666666,2
// Retry line,0,0,2,0.3333333333333333,2
// whole pills,0,0,2,0.018867924528301886,2
// Tell the server to merge the resource into its inventory.,0,0,10,5.0,2
// log for where parameters -- END,0,0,5,1.6666666666666667,2
//To change body of generated methods@& choose Tools | Templates.,0,0,9,1.8,2
// pick a good scale and sign for H,0,0,8,8.0,2
// should be Differencer.Right,1,0,3,1.0,0
// returning one because it was effectively updated@& ie the same thing@& so don't trigger any errors elsewhere,1,0,17,8.5,0
// Check audit,0,0,2,1.0,2
// is name only,0,0,3,0.17647058823529413,2
// Or you can set the channel after connect,0,1,8,1.1428571428571428,2
// It is here to avoid restarting the server again and again,1,0,11,11.0,0
// two tabs,0,0,2,0.6666666666666666,2
// WARN: This may break on new fields,0,0,7,0.4666666666666667,2
// If this event has ended then remove it from the<sep>// list.,0,1,11,1.5714285714285714,1
// For 24-hour mode@& the time is legal if the hours and minutes are each legal. Note:<sep>// getEnteredTime() will ONLY call isTypedTimeFullyLegal() when NOT in 24hour mode.,0,1,26,2.0,1
// Generate version 3 which should not be auto assigned to the project branch,1,0,13,6.5,0
// really not much to do when no fingerprint support found,0,1,10,10.0,1
// Delete comments again,0,0,3,3.0,2
/* Enable fsWatcher for all folders */,0,0,5,0.23809523809523808,2
// min value in C is 1 less (more really),0,0,9,9.0,2
// section is a specific container<sep>// it is not added to direct parent container<sep>// but to section parent container which may be<sep>// StylableDocument or StylableTableCell or StylableHeaderFooter table cell,1,0,28,28.0,0
// If there is only a single configuration in the set@& we call it an agreement,0,1,15,2.142857142857143,1
/* Publish the marker */,0,0,3,3.0,2
// timestamp and actions,0,0,3,1.0,2
// Cancel on the second update,0,1,5,1.6666666666666667,2
// shield it from being closed by a filtering StreamPumper,0,1,9,0.8181818181818182,1
// Get request and username for sake of logging,0,0,8,2.6666666666666665,2
// Activate the frame.,0,0,3,0.42857142857142855,2
// check number of evidence elements and their value,0,0,8,8.0,2
"//	get values",0,0,2,0.2,2
// pos relative to r1,0,0,4,4.0,2
// The fd is unwilling to opine about its read buffer.,0,0,10,5.0,2
// Verify the underlying screen is back,1,0,6,6.0,2
// 4 Byte always 1,0,0,4,4.0,2
// If configured Match Vlan ID,0,1,5,0.625,1
// its already been cached,0,0,4,2.0,2
// If we have not yet sent all the bytes@& block the thread<sep>// and retry later,0,1,15,1.875,1
// not we add the prerequisite,0,0,5,5.0,2
// Only keep the type attribute between uses,0,1,7,3.5,2
// Start the splitting of the root node@& if required.,0,1,9,2.25,1
// there is an implied type of Document for the top level and for scope documents,0,0,15,7.5,2
"// In response to ""server_name"" extension request only",0,0,7,0.6363636363636364,2
// inserting a cancelled task does not change the last task,0,0,10,10.0,2
// permission is already granted,0,0,4,4.0,2
"// This should now be in the ""warm"" phase waiting for the index to be ready to unfollow",1,0,17,5.666666666666667,0
// This<sep>// shouldn't<sep>// happen,1,0,3,0.375,2
// update the step bound,0,0,4,0.07407407407407407,2
//<sep>// round 1<sep>//,0,0,2,1.0,2
// handle array of compatible type passed into vararg,0,0,8,0.25,2
// left edge of roof,0,0,4,4.0,2
/* embed v4 */,0,0,2,0.04,2
// push keys to snapshot<sep>// simulate flusher,0,0,6,3.0,2
// Relay packet,0,0,2,0.15384615384615385,2
// Scalar value into array,0,0,4,0.04597701149425287,2
// Allow Collection WRITE perms,0,0,4,4.0,2
// spawn checked,0,0,2,0.6666666666666666,2
// Spawn a crop on the new block,0,0,7,0.4666666666666667,2
// Setting the clock forward 1 hour 1 second (timer fires in 1 hour) and fire up the job executor,0,1,19,1.9,1
// Check if the StringBuffer is compressed,0,1,6,1.0,2
// Call render hook.,0,0,3,3.0,2
// MINOR: Still latched to MAJOR alarm,0,0,6,1.5,2
// Align date@& compare only hours here,0,0,6,1.5,2
// clean up any resource being held by the filter here,0,1,10,5.0,1
// check whether there is an exception status,1,0,7,0.2413793103448276,0
// copy jar to JobTracker's fs<sep>// use jar name if job is not named.,0,1,13,0.2549019607843137,1
// Name of page,0,0,3,0.3333333333333333,2
// to keep backwards compatibility do not update the watcher when there is<sep>// no instance available@& or it will cause an NPE,1,1,21,2.1,0
// This creates the exclusive consumer first which avoids AMQ-1024 bug.,0,1,10,2.5,1
// holds realtime and uptime in ms,0,0,6,1.5,2
// modification@& updating tag fails when not force update,0,1,8,1.0,1
// if locale is not specified in the capabilities,0,1,8,0.8,1
// register the editor scope context,0,0,5,0.7142857142857143,2
// should now be 1,1,0,4,4.0,0
// Return failure status when a child says it failed,0,1,9,9.0,1
// we are still in initializing mode@& so we can disable JMX@& by<sep>// setting up management again,1,1,16,16.0,0
// Dirty a bunch of pages.,0,0,5,0.38461538461538464,2
// Ignored when no uploading local results.,0,1,6,6.0,1
/*<sep>                                 * Prefer to have have set basePriority 0 first@&<sep>                                 * assuming null basePriority to be interpreted<sep>                                 * as 'later registered'@& keeping the order of<sep>                                 * registration rather.<sep>                                 */,0,1,23,11.5,2
// Replace child,0,0,2,0.2857142857142857,2
// first count how many valid points there are.,0,1,8,0.11428571428571428,1
// string format<sep>// if at end@& use longest possible match<sep>// otherwise uses first match to intervening string<sep>// does NOT recursively try all possibilities,1,1,22,0.3235294117647059,0
// Block default permission,0,0,3,3.0,2
// Set the default socket timeout (SO_TIMEOUT)<sep>// in milliseconds which is the timeout for waiting for data.,0,0,16,4.0,2
// test null as format@& must *not* result in NullPointerException,1,0,9,0.6,0
// Omit incumbent from result;,0,1,4,4.0,1
// multiple positions,0,0,2,0.07692307692307693,2
//starting consumers,0,0,2,0.2222222222222222,2
// null symbol,0,0,2,2.0,2
// Update metrics,0,0,2,2.0,2
// Add evil interceptor to head of list,0,0,7,0.4117647058823529,2
"//            String sessionParam = "";"" + ctx.getSessionParameterName() + ""="";",0,0,3,3.0,2
// StudyID and FileID may not be correct. Use the given through the CLI and overwrite the values from meta.,0,1,19,19.0,1
// If we set a DELETE action but no BACKSPACE action@&<sep>// use the DELETE action for BACKSPACE as well.,1,1,18,1.5,1
// when closing channel the buffers should not be used<sep>// the check here is to make sure all resources are cleaned up,1,1,21,1.5,0
